customer_id,income,payment_history,number_of_open_credit_cards,credit_score,total_debt
3462,110649,0.98,8,776,425783
3463,104493,0.76,14,511,273799
3464,124771,0.88,10,694,184961
3465,139606,0.77,8,532,482137
3466,135532,0.92,14,722,270348
3467,71001,0.99,3,817,164141
3468,37198,0.85,15,659,11663
3469,92284,0.92,1,715,82078
3470,76736,0.98,6,758,29941
3471,57044,0.75,12,474,205219
3472,148324,0.98,0,758,483903
3473,28566,0.7,11,375,398799
3474,52708,0.78,9,556,498264
3475,102567,0.99,2,824,12769
3476,54551,0.96,12,746,56351
3477,28914,1.0,3,321,71505
3478,39851,0.85,4,672,171165
3479,58179,0.88,13,688,284795
3480,94222,0.74,7,428,193636
3481,30177,0.92,1,711,424624
3482,142396,0.88,10,687,191588
3483,139882,0.75,11,489,26648
3484,68339,0.88,3,688,120690
3485,121058,0.92,11,707,401646
3486,27036,0.7,8,379,251368
3487,96856,0.75,5,471,289794
3488,137822,0.92,1,703,96162
3489,44069,0.92,3,714,11975
3490,95851,0.75,6,489,167629
3491,53718,0.76,5,508,327245
3492,96890,0.98,15,766,37710
3493,60358,0.88,11,682,285728
3494,113404,0.7,2,391,367062
3495,94104,0.76,1,516,183580
3496,72585,0.78,1,553,76802
3497,110652,0.99,10,820,262703
3498,94832,1.0,15,328,196958
3499,118878,0.7,4,359,478364
3500,149359,0.82,12,616,434999
3501,52415,0.96,6,730,413931
3502,126679,0.8,2,587,138410
3503,31196,0.92,10,722,23867
3504,86181,0.78,4,557,240485
3505,38207,0.78,14,575,31560
3506,138249,1.0,7,849,256661
3507,105949,0.74,0,442,139206
3508,34182,1.0,10,350,369729
3509,108689,0.7,12,356,276827
3510,48536,0.83,13,649,459225
3511,44489,0.99,5,804,398619
3512,112523,0.75,12,494,274063
3513,78992,0.75,11,489,267734
3514,113419,0.78,2,563,499501
3515,99407,0.7,10,379,99533
3516,137344,0.98,0,795,241338
3517,108642,0.99,2,808,396794
3518,106959,0.77,7,540,108143
3519,148770,0.83,3,636,224150
3520,95601,0.99,10,814,225477
3521,80846,0.75,1,477,318219
3522,147025,0.99,14,808,455200
3523,123783,0.7,10,370,22915
3524,41069,0.88,8,686,29141
3525,61116,0.75,10,472,159919
3526,87865,0.88,15,682,184860
3527,64520,0.77,4,546,476213
3528,127126,0.92,4,709,33922
3529,144477,0.78,5,554,69529
3530,70988,0.85,15,672,373288
3531,120703,0.74,11,432,191963
3532,117988,0.7,13,365,424969
3533,129554,0.98,9,787,86890
3534,116886,0.92,11,725,367456
3535,76313,1.0,11,346,2823
3536,28357,1.0,8,837,367860
3537,75732,0.8,11,589,264545
3538,61890,0.8,12,580,337490
3539,79074,0.82,14,609,209498
3540,49612,0.88,5,688,90250
3541,87106,0.78,12,572,497744
3542,51625,0.75,8,494,310216
3543,143613,0.96,4,738,406280
3544,101872,0.98,2,770,452307
3545,56888,0.7,2,356,475635
3546,45570,0.75,11,459,96117
3547,70542,0.98,5,765,337862
3548,149431,1.0,13,324,442682
3549,65057,0.85,0,673,456730
3550,53364,0.7,4,371,420158
3551,78754,0.7,8,374,219922
3552,48783,0.92,0,722,407658
3553,61056,1.0,14,302,366154
3554,118577,0.83,3,653,190423
3555,121675,0.75,14,493,364980
3556,138106,0.82,0,612,12601
3557,69477,0.96,8,738,239324
3558,90858,0.76,5,525,197911
3559,114179,0.75,12,479,259835
3560,110442,0.76,11,525,328211
3561,112773,0.75,7,494,207755
3562,48565,0.75,5,470,232756
3563,96135,0.98,7,771,181631
3564,26749,0.83,8,652,256540
3565,137600,0.7,2,362,363631
3566,60879,0.78,4,572,36817
3567,128219,0.76,0,507,470713
3568,87431,0.7,13,388,193523
3569,74400,0.98,4,757,417100
3570,44068,0.85,3,668,427096
3571,60901,0.8,15,590,340704
3572,48589,0.75,6,470,229990
3573,124539,0.77,7,528,477891
3574,148279,1.0,7,341,9667
3575,47617,0.77,2,543,370626
3576,54951,0.74,15,439,390968
3577,115836,0.7,2,370,77917
3578,34411,0.99,2,804,353888
3579,121254,1.0,14,346,310043
3580,68137,1.0,0,338,403311
3581,80449,0.7,12,396,387211
3582,64929,0.76,10,509,456865
3583,73673,0.77,9,549,288627
3584,131159,0.98,8,799,61105
3585,73949,1.0,13,826,141931
3586,131171,0.76,13,510,264354
3587,113270,0.85,14,656,304278
3588,25943,1.0,11,321,87633
3589,79092,0.72,3,402,134718
3590,56512,0.75,12,468,245034
3591,86485,0.77,12,540,380992
3592,140647,0.92,13,723,17367
3593,136649,1.0,7,320,470428
3594,121915,1.0,4,845,310119
3595,60121,0.7,12,370,142950
3596,140404,0.75,9,492,238074
3597,124846,0.72,3,409,118262
3598,55270,0.92,3,718,22900
3599,96649,0.75,13,454,260735
3600,66699,0.74,11,437,212551
3601,96778,0.82,4,607,132812
3602,25650,0.75,2,493,144908
3603,36055,0.8,8,576,160042
3604,124576,0.98,3,793,333313
3605,58514,0.7,3,380,203552
3606,133240,0.72,3,425,62752
3607,86280,0.8,15,588,483090
3608,96171,0.83,9,628,70586
3609,64713,0.96,4,739,285870
3610,132482,1.0,14,846,92974
3611,91545,0.98,10,768,113616
3612,115486,1.0,3,844,303996
3613,142756,0.76,15,509,455944
3614,95424,0.98,8,792,369879
3615,95979,0.75,12,476,148171
3616,138334,0.76,4,508,366581
3617,121444,0.75,7,479,409648
3618,117805,0.77,11,537,253517
3619,140961,0.83,6,654,67334
3620,53642,1.0,8,826,430752
3621,104235,0.75,15,462,47737
3622,84588,0.98,3,768,236236
3623,139834,1.0,7,844,34295
3624,136955,0.92,4,724,241118
3625,27961,0.99,11,804,254480
3626,90057,0.7,15,368,100861
3627,55054,0.76,14,514,444294
3628,118341,0.72,2,425,24930
3629,32613,0.72,3,421,139264
3630,48931,0.98,5,755,184435
3631,92390,0.75,9,464,113328
3632,71347,0.76,8,503,87147
3633,47786,0.88,10,676,120245
3634,58464,0.98,6,788,497598
3635,40531,1.0,10,306,422570
3636,110294,1.0,9,837,464158
3637,118248,0.82,3,603,150369
3638,114568,1.0,9,336,234293
3639,59830,0.72,4,424,433291
3640,25338,0.8,12,597,20901
3641,61136,0.88,5,685,312548
3642,145934,0.83,11,639,220712
3643,97827,1.0,3,829,52885
3644,59801,0.8,10,596,187293
3645,106436,1.0,1,846,233622
3646,71176,0.98,12,780,85316
3647,107811,0.77,4,545,134455
3648,143927,0.99,0,812,122482
3649,63563,1.0,5,304,420590
3650,143847,0.77,15,543,102787
3651,67017,0.76,3,515,3043
3652,72847,1.0,0,317,112142
3653,122572,0.99,0,822,246776
3654,87388,0.98,4,778,26605
3655,65501,0.77,9,539,473089
3656,65283,0.92,4,718,261373
3657,105761,0.7,13,362,50780
3658,126438,0.92,5,710,31325
3659,59374,0.83,2,626,197426
3660,141571,0.8,11,577,480414
3661,84879,0.74,2,449,80716
3662,137157,0.85,4,665,141366
3663,138249,1.0,14,320,302724
3664,90050,0.75,11,460,384818
3665,52378,0.7,3,368,477738
3666,30253,0.98,11,795,428325
3667,88377,0.85,6,667,198603
3668,118977,0.74,2,441,181727
3669,45294,0.92,12,704,327331
3670,115600,0.8,2,582,146675
3671,94479,0.82,6,606,219274
3672,144754,0.75,7,497,381336
3673,132428,0.77,4,547,84749
3674,81563,0.98,4,790,56542
3675,124569,0.78,14,563,315652
3676,26034,0.88,9,689,251466
3677,46776,0.99,0,806,157861
3678,37682,0.92,3,705,103808
3679,97272,0.92,2,715,443790
3680,61240,1.0,4,832,310792
3681,94128,0.7,6,354,495144
3682,113864,0.83,2,637,159372
3683,133745,0.88,1,676,317680
3684,146781,0.75,8,471,130253
3685,38782,0.98,12,762,195355
3686,41524,1.0,7,343,398123
3687,93939,0.92,5,713,379713
3688,82020,0.75,8,453,323659
3689,136178,0.98,1,761,142925
3690,97870,0.78,4,553,130322
3691,84637,0.98,8,784,401097
3692,62590,0.96,9,728,330285
3693,108407,0.7,6,351,140683
3694,59064,0.82,0,616,325651
3695,100033,0.82,4,615,57606
3696,94275,1.0,4,341,419243
3697,70314,0.96,2,743,372481
3698,128171,0.88,11,700,448775
3699,60811,0.75,9,489,51838
3700,45653,0.78,5,568,65694
3701,115927,0.92,1,720,470308
3702,95149,0.7,9,365,393504
3703,123787,0.99,1,817,409915
3704,41529,0.72,15,409,89562
3705,120796,0.7,7,354,301797
3706,149399,0.75,9,500,106022
3707,41340,0.98,6,786,365420
3708,72132,0.74,4,442,2786
3709,98730,0.8,9,578,276749
3710,145079,0.82,9,605,314987
3711,67515,0.98,13,776,393008
3712,117683,0.8,15,598,81301
3713,31061,1.0,11,344,290373
3714,142032,0.99,6,808,23538
3715,58535,0.7,15,384,333002
3716,119466,0.88,12,686,355381
3717,141775,0.76,11,505,242618
3718,132250,0.83,3,655,394616
3719,85326,0.72,4,407,189191
3720,56420,0.75,3,451,307717
3721,113366,0.74,1,426,48060
3722,49266,0.85,9,662,139834
3723,60333,0.92,9,725,118004
3724,77141,0.74,12,429,179875
3725,146540,1.0,15,301,383128
3726,112788,0.7,3,391,54296
3727,50829,0.77,4,530,3355
3728,71928,0.98,12,762,286298
3729,77046,0.76,2,511,38382
3730,105689,0.76,0,516,132913
3731,80252,0.7,5,367,219457
3732,73761,0.92,12,717,342609
3733,34613,0.74,13,441,61387
3734,83194,0.75,5,479,133938
3735,124490,0.72,1,422,442403
3736,40004,0.85,11,665,185552
3737,41848,0.88,4,678,232979
3738,65802,0.75,8,451,74839
3739,127946,0.82,12,610,313692
3740,113456,0.7,1,379,143376
3741,66459,0.7,9,378,435326
3742,140412,0.8,13,580,152224
3743,122437,0.76,3,522,451675
3744,76713,0.96,12,748,178823
3745,59677,1.0,12,305,212268
3746,55304,0.83,11,655,169196
3747,139790,1.0,4,335,490847
3748,66285,0.82,8,611,211144
3749,112522,0.98,15,797,376996
3750,41235,1.0,12,834,236500
3751,76868,1.0,3,338,386823
3752,149675,0.85,0,667,246869
3753,63510,0.85,14,670,344477
3754,58897,1.0,0,306,308700
3755,122726,0.72,2,425,2280
3756,43720,0.7,9,386,409545
3757,70144,0.7,10,374,4313
3758,114351,1.0,2,346,167186
3759,91046,0.7,8,372,64020
3760,28446,0.98,11,767,215161
3761,58431,0.7,15,383,54343
3762,40013,0.74,14,430,194848
3763,29894,0.77,13,528,96440
3764,77404,1.0,9,345,448591
3765,122482,0.76,1,507,443
3766,74227,0.75,14,494,88599
3767,105586,0.83,10,651,255067
3768,127902,0.8,12,593,62049
3769,102086,0.76,12,507,309879
3770,94398,0.99,7,806,441662
3771,131387,1.0,8,346,206758
3772,77149,0.78,2,563,480694
3773,84440,0.75,11,451,180488
3774,94161,1.0,8,849,429634
3775,102909,0.76,15,523,227287
3776,133346,0.7,11,361,12426
3777,136987,1.0,5,828,486433
3778,149960,0.85,13,661,118515
3779,56021,1.0,9,836,148483
3780,35264,0.7,0,379,371312
3781,33759,0.76,12,505,420942
3782,107530,0.82,5,618,435778
3783,69557,0.77,7,534,118655
3784,59241,0.76,10,505,195539
3785,115199,0.74,2,439,494059
3786,147731,1.0,3,344,20913
3787,139282,0.88,8,690,108672
3788,89426,0.77,15,530,104198
3789,119305,0.96,2,742,2224
3790,140567,0.83,13,645,370768
3791,112966,0.98,13,766,26105
3792,76860,1.0,7,310,198655
3793,34048,0.83,5,628,79914
3794,30518,1.0,10,312,223685
3795,59905,0.98,14,787,45118
3796,148012,0.96,4,735,306827
3797,63836,0.82,8,623,75372
3798,100451,0.76,2,514,42411
3799,65823,0.96,14,734,177746
3800,107359,0.85,3,664,346160
3801,30912,0.98,7,798,394670
3802,106127,0.7,15,393,83273
3803,61961,0.92,6,722,89487
3804,122796,0.77,5,530,20692
3805,100195,0.72,7,421,339096
3806,113490,1.0,7,850,417789
3807,36286,0.76,2,501,331356
3808,52962,1.0,9,312,39739
3809,79059,0.8,8,591,190213
3810,64169,0.96,14,731,465541
3811,108427,0.76,14,515,29841
3812,102437,0.83,6,643,485310
3813,147528,0.83,4,632,456283
3814,114285,0.72,3,401,230605
3815,93436,0.7,12,375,105888
3816,57516,0.98,9,796,235123
3817,110961,1.0,4,849,414255
3818,104095,0.82,12,617,424056
3819,87217,0.82,4,625,309726
3820,117505,0.83,0,641,286772
3821,79774,0.83,2,629,314573
3822,73813,0.85,4,664,223263
3823,130370,0.75,5,477,409748
3824,54347,0.82,14,606,129385
3825,69918,0.77,0,549,282587
3826,137897,0.75,10,467,412201
3827,82851,0.7,13,373,15033
3828,27583,0.7,8,384,115461
3829,44491,0.96,8,741,307483
3830,81329,0.82,6,625,92472
3831,38716,0.77,9,540,37362
3832,48272,0.88,15,696,499810
3833,106343,0.76,4,525,497545
3834,78146,0.88,10,697,252579
3835,125660,0.99,0,812,333054
3836,131937,0.8,0,587,312146
3837,73576,0.74,14,449,382450
3838,129574,0.92,12,710,426434
3839,126083,0.7,14,368,64284
3840,120529,0.85,4,664,156382
3841,101039,0.77,4,535,160418
3842,81971,0.8,9,595,206045
3843,40321,0.99,9,824,215142
3844,73194,0.82,6,619,188387
3845,109825,0.88,11,692,265860
3846,100395,0.82,10,602,17477
3847,84696,0.96,4,747,187997
3848,105181,0.8,8,581,242175
3849,107533,0.77,15,534,103759
3850,120700,0.76,9,515,256163
3851,101059,0.99,5,821,107981
3852,110771,0.98,5,766,385140
3853,51209,0.8,5,578,16386
3854,143494,0.92,4,707,10574
3855,86332,0.8,12,595,301937
3856,32614,0.75,8,487,366786
3857,134083,0.75,3,485,479371
3858,50965,1.0,0,314,354633
3859,68074,0.98,8,762,401195
3860,26102,0.77,9,533,410666
3861,104238,0.92,4,713,26825
3862,71539,0.76,15,501,186486
3863,55290,0.8,13,594,14032
3864,134772,0.76,2,504,485071
3865,100232,0.85,10,666,472686
3866,67112,0.82,15,624,47617
3867,106503,0.72,4,404,174470
3868,58997,0.78,5,553,199385
3869,140934,0.72,6,425,235139
3870,107888,0.75,5,457,345745
3871,121693,0.75,1,452,278283
3872,84642,1.0,2,315,244095
3873,139483,0.75,10,492,105649
3874,116650,0.74,15,441,459381
3875,142279,0.88,3,691,18948
3876,73331,0.82,14,611,222780
3877,120128,0.83,11,651,439272
3878,142975,0.83,9,627,260171
3879,73707,1.0,6,335,470756
3880,74227,0.75,6,500,31439
3881,132301,0.72,3,410,462164
3882,109879,0.78,4,555,118128
3883,68545,0.92,4,722,154767
3884,50064,0.74,15,428,85377
3885,134790,0.83,7,638,183361
3886,71122,0.88,4,687,228537
3887,123468,0.7,11,383,477418
3888,130705,0.7,14,362,317923
3889,77694,0.75,9,477,161117
3890,49060,0.92,14,724,45760
3891,105316,0.99,12,801,73885
3892,133801,0.98,5,771,152926
3893,40010,0.83,5,652,171872
3894,94444,1.0,5,344,425010
3895,71078,0.98,3,782,493392
3896,52575,0.76,5,516,415270
3897,144862,1.0,2,845,66503
3898,120747,1.0,13,310,472222
3899,121014,0.88,0,692,137384
3900,145131,0.8,14,596,433774
3901,103100,0.98,10,783,326555
3902,50184,0.98,3,767,240714
3903,77553,1.0,9,311,303058
3904,89484,0.78,3,555,293502
3905,102691,0.72,15,402,232115
3906,69260,0.75,8,457,247784
3907,91074,0.75,9,470,207600
3908,79526,0.78,13,553,374922
3909,48899,0.83,15,633,376286
3910,49873,0.88,10,698,28579
3911,61171,0.98,4,760,456644
3912,137960,1.0,6,308,241594
3913,73325,0.74,7,440,309301
3914,52370,0.82,10,621,246561
3915,101065,0.96,5,744,476810
3916,97000,1.0,10,844,499364
3917,29448,0.99,6,806,393063
3918,103289,0.85,2,665,305706
3919,128545,0.92,10,712,384994
3920,145299,0.88,2,681,206928
3921,103231,0.77,4,548,328770
3922,34756,0.82,11,606,180463
3923,87204,0.92,11,718,496399
3924,66130,1.0,9,307,89313
3925,46186,0.77,6,528,132887
3926,140617,0.85,3,657,133290
3927,122399,1.0,1,841,395850
3928,32110,0.7,3,400,480275
3929,26368,0.75,3,467,496488
3930,74793,0.92,7,712,475675
3931,133463,0.78,1,557,182107
3932,43070,0.76,4,509,251756
3933,69586,0.92,13,705,420601
3934,105906,0.8,10,596,318140
3935,30271,0.74,6,442,463648
3936,60614,0.98,5,775,52673
3937,46557,0.78,1,558,470105
3938,35763,0.76,0,516,449075
3939,104110,1.0,4,837,243284
3940,78282,0.82,14,607,140004
3941,119091,0.82,0,625,47392
3942,123274,0.83,13,649,31872
3943,79612,1.0,0,332,497529
3944,49045,0.74,10,431,73041
3945,124840,0.82,3,610,101306
3946,108175,0.98,3,778,267993
3947,89407,0.75,6,494,466821
3948,94216,0.99,10,825,313666
3949,145725,0.7,10,385,78234
3950,27285,0.75,14,469,354900
3951,106024,0.75,15,461,111160
3952,65569,0.96,6,731,15996
3953,87091,0.7,5,362,226406
3954,59869,0.8,8,600,247477
3955,124317,0.76,11,510,130164
3956,64316,0.96,13,737,379821
3957,73171,0.99,3,820,335195
3958,38874,0.78,9,553,176727
3959,134830,0.7,15,365,435316
3960,93416,1.0,2,839,173401
3961,30728,0.98,8,775,435722
3962,80617,0.83,8,626,147861
3963,89621,0.76,11,518,231046
3964,129444,0.78,11,559,479654
3965,89986,0.92,5,706,88054
3966,72755,0.74,13,439,401893
3967,73527,0.7,2,379,227204
3968,147922,1.0,1,832,248100
3969,51466,1.0,8,301,199656
3970,80950,0.82,5,606,193683
3971,45084,0.75,8,472,261961
3972,101449,0.75,3,465,149144
3973,149013,0.78,11,575,432019
3974,142180,0.92,8,713,408855
3975,128403,1.0,5,836,133351
3976,134594,0.85,6,667,431503
3977,68461,1.0,3,331,344088
3978,130092,0.83,10,650,404598
3979,30343,0.75,10,477,170863
3980,119867,1.0,1,845,247904
3981,148919,0.7,4,365,11294
3982,62182,1.0,15,311,331336
3983,105870,0.98,13,793,293346
3984,65875,1.0,15,845,142642
3985,38782,0.75,9,460,57644
3986,88359,0.78,4,567,398735
3987,53605,0.7,15,383,211853
3988,136621,1.0,9,305,452338
3989,70746,1.0,9,306,6456
3990,54297,0.83,15,628,417467
3991,30875,0.78,5,563,198341
3992,116175,0.75,8,497,153625
3993,112982,0.88,10,698,165426
3994,29818,0.75,5,456,496824
3995,27223,0.75,4,481,486349
3996,79313,0.99,10,810,342040
3997,44163,0.88,7,691,162418
3998,147287,0.92,9,725,451030
3999,149359,0.88,8,681,427056
4000,94262,0.98,3,762,464692
4001,120983,0.82,1,619,229814
4002,53347,0.98,5,757,475257
4003,57467,0.98,8,794,494345
4004,57167,1.0,1,306,183705
4005,118519,1.0,0,322,390647
4006,39191,1.0,12,303,439271
4007,116704,0.7,8,375,201089
4008,86589,0.75,15,453,479709
4009,33965,0.75,4,490,469155
4010,126477,0.77,0,532,57352
4011,115050,0.98,11,768,485020
4012,112060,0.77,15,543,185871
4013,113111,1.0,1,350,104826
4014,34707,1.0,5,845,414698
4015,35040,0.75,1,484,469429
4016,119248,0.74,12,440,187466
4017,52500,0.85,14,664,330468
4018,124689,0.92,10,711,434201
4019,53540,0.82,13,601,95111
4020,48389,0.82,7,611,23376
4021,86431,0.72,10,412,28125
4022,117547,0.75,14,463,444587
4023,62979,0.75,14,472,92924
4024,60306,0.98,6,787,408351
4025,114230,0.77,13,543,149183
4026,96675,0.83,4,646,238404
4027,141163,0.74,3,440,418520
4028,104201,0.8,2,591,140730
4029,38920,0.74,8,442,86599
4030,54834,1.0,2,340,226483
4031,114720,0.82,11,604,323486
4032,53039,0.72,5,419,345375
4033,84450,1.0,11,302,222830
4034,61021,0.7,7,364,192455
4035,54962,0.96,10,748,160803
4036,105129,1.0,3,828,284457
4037,42269,0.76,0,514,255840
4038,74040,0.74,9,441,127809
4039,124865,0.96,4,729,151708
4040,124341,0.88,15,677,126046
4041,67137,0.99,4,808,77075
4042,140708,0.96,14,744,372580
4043,40133,0.75,13,471,385546
4044,95468,0.98,7,780,259945
4045,33004,0.82,9,606,187662
4046,35828,0.82,12,601,182451
4047,131147,0.8,8,598,243417
4048,48031,0.88,10,684,306262
4049,92707,0.78,6,561,81291
4050,59091,1.0,0,348,483735
4051,144084,1.0,11,319,41688
4052,134586,0.74,9,444,31282
4053,43858,0.75,2,485,375394
4054,37695,0.75,3,462,411980
4055,126330,0.7,12,384,72122
4056,62235,0.74,14,445,199070
4057,55762,0.99,0,803,200986
4058,49620,0.92,9,712,341408
4059,143656,1.0,2,838,54253
4060,56965,0.75,14,487,300384
4061,40837,1.0,11,346,280334
4062,93414,0.75,4,456,192176
4063,126261,0.98,3,775,445697
4064,79739,0.72,11,420,340746
4065,42080,1.0,6,315,54032
4066,62825,0.78,1,560,51783
4067,75200,0.75,15,455,379171
4068,97860,1.0,11,829,416580
4069,47444,0.83,14,638,199831
4070,68824,0.99,6,817,201997
4071,42263,0.7,11,374,194046
4072,85112,0.78,11,568,290606
4073,117518,0.82,9,603,1108
4074,146054,0.83,12,650,329
4075,99723,0.85,7,668,222943
4076,61249,0.7,13,385,81859
4077,113883,0.99,3,801,133723
4078,129849,1.0,14,309,1345
4079,94070,0.7,13,361,303753
4080,46744,1.0,11,340,239457
4081,95064,1.0,7,323,370384
4082,44205,0.7,2,387,433891
4083,91413,0.77,11,548,218211
4084,87923,0.77,11,539,63246
4085,132530,0.8,12,580,19329
4086,142917,0.92,12,722,364997
4087,67447,0.82,5,608,185608
4088,40368,1.0,15,833,416690
4089,38206,1.0,9,303,413017
4090,115273,0.74,10,439,154675
4091,34364,0.78,4,557,353617
4092,68605,0.98,5,755,181289
4093,117204,0.8,2,597,430703
4094,82986,0.8,5,576,43508
4095,41547,0.75,9,456,183719
4096,66743,1.0,2,843,49603
4097,36910,1.0,8,334,166502
4098,29764,0.98,1,784,94805
4099,129996,0.7,13,391,62734
4100,96867,1.0,12,306,14896
4101,36404,0.88,4,694,24945
4102,116127,0.85,13,672,161037
4103,71240,0.88,11,694,235634
4104,95511,0.75,2,471,490138
4105,145560,0.7,10,389,416812
4106,39873,0.75,2,454,235984
4107,124521,0.74,12,440,301642
4108,32034,0.96,8,746,131601
4109,137401,0.72,3,423,147763
4110,54191,0.74,0,443,410231
4111,104798,0.98,9,795,480061
4112,123476,0.98,9,771,384550
4113,144664,1.0,9,309,311068
4114,26877,0.74,12,431,427376
4115,80556,0.85,9,664,327051
4116,76698,0.74,14,439,240723
4117,66073,0.92,14,721,162415
4118,124126,0.76,14,502,41773
4119,75608,0.7,9,368,420639
4120,84329,0.85,14,670,427549
4121,32508,0.78,2,574,87447
4122,82048,0.75,1,468,219577
4123,136635,0.78,12,565,74683
4124,77942,0.72,10,422,364227
4125,57829,0.74,14,432,339474
4126,137726,0.98,9,779,212819
4127,107338,0.7,6,376,314041
4128,113730,1.0,13,828,34640
4129,107686,0.77,3,539,496291
4130,53956,0.99,7,820,49504
4131,65016,0.78,5,558,44630
4132,118018,0.85,4,671,43490
4133,82831,0.98,15,751,135363
4134,34601,0.82,6,607,71176
4135,102337,0.8,13,586,267176
4136,80921,0.92,13,708,126138
4137,69868,0.75,0,466,14104
4138,29062,0.98,4,774,424447
4139,96110,0.92,8,718,437506
4140,39465,0.75,12,488,427015
4141,58834,0.76,4,518,304903
4142,65421,0.75,10,495,211556
4143,147413,1.0,15,830,212076
4144,68452,1.0,6,830,445200
4145,149925,0.72,6,410,308806
4146,125203,0.82,9,621,316999
4147,31615,0.72,0,416,286360
4148,120227,0.85,14,675,226876
4149,47186,0.72,12,416,252766
4150,104203,0.98,14,768,384523
4151,35418,0.75,1,476,299162
4152,57527,0.8,7,581,343181
4153,54285,1.0,0,304,270966
4154,37065,0.78,5,558,98723
4155,121586,0.78,10,551,422378
4156,144726,0.8,7,591,245367
4157,82749,0.75,11,484,372817
4158,139868,0.7,15,354,39711
4159,44543,1.0,8,837,167171
4160,130677,0.82,6,620,414619
4161,36595,0.78,0,570,12857
4162,54832,0.96,11,745,483411
4163,130511,0.78,1,551,278367
4164,143387,0.85,0,664,169544
4165,107116,0.78,8,566,442857
4166,50824,0.74,9,450,479157
4167,129552,0.77,13,544,401804
4168,67070,0.75,2,500,128269
4169,84873,1.0,8,309,253696
4170,28942,0.83,0,632,196279
4171,56614,0.88,14,688,25545
4172,84945,0.82,8,613,393124
4173,93233,0.7,4,395,179288
4174,85356,0.83,12,626,163396
4175,112390,0.76,0,522,406780
4176,102823,0.75,2,489,122181
4177,90192,0.7,15,371,248867
4178,100490,0.7,6,386,181375
4179,134227,0.78,13,569,208403
4180,145535,0.99,7,802,474233
4181,96233,0.75,9,476,394672
4182,57015,0.88,6,679,392978
4183,129256,1.0,7,344,382025
4184,148084,0.98,8,757,298882
4185,90230,0.88,3,686,53086
4186,133937,0.74,9,429,176463
4187,44648,0.75,10,457,439933
4188,39828,0.82,12,607,337789
4189,90558,0.7,7,383,15267
4190,39036,0.7,4,371,217998
4191,135410,0.8,11,585,71973
4192,32020,0.75,15,468,257730
4193,100044,0.75,13,475,351456
4194,75161,0.75,14,498,373651
4195,30520,0.76,9,506,277975
4196,42811,0.76,10,515,162038
4197,141818,0.78,11,565,418391
4198,45696,0.77,3,538,232655
4199,68049,0.85,6,662,141704
4200,86445,1.0,9,342,419063
4201,144123,0.88,8,689,486339
4202,46808,0.75,0,483,422571
4203,70651,0.82,12,611,428799
4204,42095,0.7,8,370,322721
4205,59565,0.98,10,792,87687
4206,80031,0.98,11,775,288962
4207,138256,0.99,2,821,378545
4208,82709,0.83,14,628,264660
4209,82966,0.77,8,534,301662
4210,147823,0.72,7,412,362199
4211,78307,0.88,0,676,188771
4212,128934,0.7,5,360,452259
4213,99289,0.75,0,491,311055
4214,147710,0.7,4,367,378971
4215,101357,0.98,0,793,25431
4216,56581,0.98,1,782,159352
4217,127622,0.7,2,390,425940
4218,50178,0.82,11,616,36436
4219,142348,0.7,10,355,343558
4220,146015,0.98,2,755,139777
4221,69513,0.7,15,363,252494
4222,44808,0.83,13,653,65944
4223,33974,0.82,10,619,381637
4224,38111,0.85,0,661,495729
4225,54270,0.98,15,769,225659
4226,114907,0.92,8,715,480452
4227,114959,0.8,9,597,66443
4228,148743,0.82,9,625,382838
4229,114113,0.76,6,517,408701
4230,52386,0.7,10,356,417190
4231,109820,0.77,13,542,310318
4232,144355,0.99,1,823,421461
4233,37763,1.0,6,326,250817
4234,130537,0.7,8,355,59871
4235,57144,0.74,14,437,305105
4236,107231,0.7,5,362,111066
4237,148279,0.8,6,582,430391
4238,120802,0.85,11,657,471743
4239,93269,0.77,11,538,263442
4240,130793,0.88,8,679,46206
4241,59345,0.78,14,569,223565
4242,146210,0.98,1,781,412052
4243,102257,0.99,7,803,158722
4244,84862,0.82,8,610,94138
4245,25221,0.77,3,547,259477
4246,70235,0.99,10,822,350988
4247,55118,0.88,14,679,218974
4248,61229,1.0,9,330,220796
4249,127974,0.75,6,462,40647
4250,133182,0.76,4,523,399603
4251,123686,0.76,5,525,152333
4252,53927,0.82,8,624,252491
4253,62657,0.98,5,754,385804
4254,110600,1.0,13,309,42237
4255,148285,0.96,4,747,413882
4256,39269,0.96,12,731,86083
4257,77747,0.88,14,690,399498
4258,142721,0.77,15,541,383987
4259,101651,0.77,5,550,333255
4260,43773,0.75,12,469,119405
4261,123024,0.7,3,380,147733
4262,97820,0.98,0,754,248891
4263,129651,0.74,15,431,450301
4264,90563,0.99,6,801,257862
4265,123947,1.0,11,832,373177
4266,28659,1.0,10,326,272712
4267,30784,0.7,6,392,415655
4268,71017,0.76,15,508,318586
4269,139908,0.98,9,758,470759
4270,121273,0.98,0,769,491193
4271,108670,0.74,0,436,395301
4272,114213,1.0,15,327,115388
4273,120881,1.0,11,835,356117
4274,96918,0.92,9,704,161939
4275,124673,0.83,1,655,47059
4276,37612,0.96,13,736,170947
4277,125524,0.83,15,629,225639
4278,75911,1.0,4,342,292833
4279,100127,0.7,13,368,152498
4280,81890,1.0,7,827,200441
4281,32349,0.77,14,545,249185
4282,135903,0.72,4,414,400252
